지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,전운량(10분위),중하층운량(10분위),지면온도(°C),지면온도 QC플래그
108,서울,2022-07-22 14:00,27.3,,4.2,,2.3,,270,,75,,27.1,22.4,995.1,,1004.7,,8,8,34.1,
108,서울,2022-07-22 15:00,26.3,,0,,2,,320,,77,,26.3,21.9,995.3,,1005,,8,8,29.4,
108,서울,2022-07-22 16:00,26.5,,0,,2.7,,250,,79,,27.2,22.5,995.3,,1004.9,,8,8,29.2,
108,서울,2022-07-22 17:00,27,,,9,2.5,,230,,74,,26.3,21.9,995.3,,1004.9,,7,7,28.9,
108,서울,2022-07-22 18:00,26.9,,,9,2.7,,270,,74,,26.1,21.8,995.2,,1004.8,,6,6,27.2,
108,서울,2022-07-22 19:00,26.5,,,9,2.8,,270,,75,,25.8,21.6,995.4,,1005,,6,3,26.7,
108,서울,2022-07-22 20:00,25.6,,,9,2,,270,,77,,25.2,21.2,995.9,,1005.6,,8,6,24.9,
108,서울,2022-07-22 21:00,25.1,,,9,2.1,,290,,83,,26.4,22,996.2,,1005.9,,5,5,24.3,
108,서울,2022-07-22 22:00,24.6,,,9,1.7,,270,,84,,26,21.7,996.7,,1006.4,,4,1,23.7,
108,서울,2022-07-22 23:00,24.3,,,9,1.2,,290,,87,,26.3,21.9,997,,1006.7,,2,1,23.4,
108,서울,2022-07-23 00:00,24.1,,,9,.2,,0,,88,,26.3,21.9,996.6,,1006.3,,6,3,23.1,
108,서울,2022-07-23 01:00,23.7,,,,1.3,,20,,88,,25.6,21.5,996.6,,1006.3,,4,4,23.1,
108,서울,2022-07-23 02:00,23.7,,,,1,,20,,89,,26,21.7,996.5,,1006.2,,7,7,23.4,
108,서울,2022-07-23 03:00,23.8,,,,.4,,0,,89,,26.1,21.8,996.3,,1006,,8,8,23.8,
108,서울,2022-07-23 04:00,23.7,,,,1.6,,90,,89,,26,21.7,996.2,,1005.9,,7,7,23.1,
108,서울,2022-07-23 05:00,23.5,,,,2,,110,,90,,26,21.7,996,,1005.7,,7,7,23.4,
108,서울,2022-07-23 06:00,23.6,,,,1.5,,110,,89,,25.8,21.6,996.4,,1006.1,,8,8,23.7,
108,서울,2022-07-23 07:00,23.9,,,,2.3,,70,,89,,26.3,21.9,996.1,,1005.8,,9,9,24.8,
108,서울,2022-07-23 08:00,24.3,,,,1.9,,140,,87,,26.3,21.9,996.8,,1006.5,,9,6,26,
108,서울,2022-07-23 09:00,25.3,,,,2.4,,140,,82,,26.3,21.9,996.2,,1005.9,,9,5,28.5,
108,서울,2022-07-23 10:00,25.6,,,,1.4,,70,,79,,25.8,21.6,996.1,,1005.8,,10,3,28,
108,서울,2022-07-23 11:00,26.1,,,,1.6,,110,,78,,26.3,21.9,996.3,,1006,,10,3,29.1,
108,서울,2022-07-23 12:00,26.7,,,,1.6,,110,,74,,25.8,21.6,996,,1005.6,,10,4,30,
108,서울,2022-07-23 13:00,27.3,,,,2.7,,140,,73,,26.4,22,995.4,,1005,,10,7,31.5,
108,서울,2022-07-23 14:00,27.7,,,,3.4,,140,,70,,26,21.7,995,,1004.6,,10,5,30.9,
108,서울,2022-07-23 15:00,27.6,,,,2.6,,140,,67,,24.7,20.9,994.3,,1003.9,,10,3,29.8,
108,서울,2022-07-23 16:00,27.1,,0,,2.5,,110,,69,,24.7,20.9,993.9,,1003.5,,10,6,27.3,
108,서울,2022-07-23 17:00,26.1,,.5,,2.8,,110,,78,,26.3,21.9,993.9,,1003.5,,10,6,26.2,
108,서울,2022-07-23 18:00,25.6,,.2,,2.2,,110,,82,,26.8,22.2,993,,1002.7,,10,7,25.6,
108,서울,2022-07-23 19:00,25.2,,.6,,1.9,,20,,87,,27.7,22.8,993,,1002.7,,10,6,25.3,
108,서울,2022-07-23 20:00,24.4,,2.2,,3.4,,50,,92,,28.1,23,992.9,,1002.5,,10,6,24.6,
108,서울,2022-07-23 21:00,23.7,,.4,,2.4,,50,,90,,26.3,21.9,993.3,,1003,,10,7,24.1,
108,서울,2022-07-23 22:00,23.2,,1,,2.7,,70,,92,,26.1,21.8,993.2,,1002.9,,10,8,23.7,
108,서울,2022-07-23 23:00,22.5,,3.9,,3.2,,70,,95,,25.8,21.6,992.7,,1002.4,,10,8,23.1,
108,서울,2022-07-24 00:00,22.3,,1.1,,2.8,,70,,96,,25.8,21.6,992.1,,1001.8,,10,8,23,
108,서울,2022-07-24 01:00,22.1,,1.2,,3.3,,50,,96,,25.5,21.4,991.9,,1001.6,,10,7,22.9,
108,서울,2022-07-24 02:00,22.1,,0,,2.8,,70,,96,,25.5,21.4,991.4,,1001.1,,10,5,22.9,
108,서울,2022-07-24 03:00,22.2,,0,,2.6,,70,,96,,25.6,21.5,991,,1000.7,,10,7,22.9,
108,서울,2022-07-24 04:00,22.3,,0,,2.6,,50,,95,,25.5,21.4,990.8,,1000.5,,10,10,23,
108,서울,2022-07-24 05:00,22.5,,,9,2.8,,50,,95,,25.8,21.6,990.6,,1000.3,,10,7,23.1,
108,서울,2022-07-24 06:00,22.6,,,9,2.7,,50,,94,,25.6,21.5,991,,1000.7,,10,4,23.2,
108,서울,2022-07-24 07:00,22.9,,,9,2.6,,50,,94,,26.1,21.8,990.9,,1000.6,,8,3,23.9,
108,서울,2022-07-24 08:00,23.9,,,9,2.7,,50,,93,,27.4,22.6,991.3,,1000.9,,7,7,26.7,
108,서울,2022-07-24 09:00,24,,,9,2.2,,70,,90,,26.8,22.2,991.7,,1001.3,,10,8,25.4,
108,서울,2022-07-24 10:00,25.2,,,9,2.6,,50,,87,,27.7,22.8,991.8,,1001.5,,10,3,29.3,
108,서울,2022-07-24 11:00,25.4,,,9,1.6,,70,,84,,27.1,22.4,992,,1001.7,,10,6,27.5,
108,서울,2022-07-24 12:00,25.9,,,9,2.3,,20,,83,,27.6,22.7,992.2,,1001.8,,10,3,28.1,
108,서울,2022-07-24 13:00,27,,,9,1.7,,50,,80,,28.4,23.2,991.9,,1001.5,,10,2,29.9,
108,서울,2022-07-24 14:00,28,,,9,1.2,,320,,76,,28.6,23.3,991.9,,1001.4,,10,4,32.9,
108,서울,2022-07-24 15:00,27.2,,,9,1.4,,180,,77,,27.7,22.8,992,,1001.6,,10,8,28.5,
108,서울,2022-07-24 16:00,27.3,,0,,1.3,,290,,79,,28.6,23.3,992.1,,1001.7,,10,5,29.9,
108,서울,2022-07-24 17:00,27.9,,0,,2.5,,320,,77,,28.8,23.4,992.5,,1002.1,,9,9,30,
108,서울,2022-07-24 18:00,26.8,,,9,2.8,,290,,81,,28.4,23.2,992.7,,1002.3,,10,7,28.5,
108,서울,2022-07-24 19:00,26.6,,,9,3.7,,290,,81,,28.1,23,993.1,,1002.7,,10,1,27.1,
108,서울,2022-07-24 20:00,26.1,,,9,2.4,,290,,83,,27.9,22.9,993.6,,1003.2,,10,5,26,
108,서울,2022-07-24 21:00,25.9,,,9,1.3,,270,,87,,28.9,23.5,994.4,,1004.1,,10,4,25.5,
108,서울,2022-07-24 22:00,25.8,,,9,.7,,320,,86,,28.4,23.2,995,,1004.7,,7,5,25.5,
108,서울,2022-07-24 23:00,25.5,,,9,1.3,,50,,86,,27.9,22.9,995.2,,1004.9,,6,5,24.8,
108,서울,2022-07-25 00:00,25.2,,,9,2,,290,,87,,27.7,22.8,995.8,,1005.5,,6,6,24.7,
108,서울,2022-07-25 01:00,24.6,,,,1,,270,,87,,26.8,22.2,996.3,,1005.9,,5,5,24,
108,서울,2022-07-25 02:00,24.3,,,,.8,,270,,88,,26.6,22.1,996.4,,1006.1,,8,8,24.2,
108,서울,2022-07-25 03:00,24.3,,,,1.2,,270,,89,,26.9,22.3,996.8,,1006.5,,8,8,24.1,
108,서울,2022-07-25 04:00,23.9,,,,1.8,,250,,90,,26.6,22.1,997.1,,1006.8,,7,2,23.7,
108,서울,2022-07-25 05:00,23.8,,,,.1,,0,,90,,26.4,22,997.3,,1007,,7,3,23.5,
108,서울,2022-07-25 06:00,23.7,,,,2,,250,,91,,26.6,22.1,997.9,,1007.6,,8,8,23.8,
108,서울,2022-07-25 07:00,23.9,,,,1.3,,270,,91,,26.9,22.3,998.5,,1008.2,,5,3,24.3,
108,서울,2022-07-25 08:00,24.5,,,,.5,,200,,89,,27.2,22.5,998.9,,1008.6,,4,4,27.7,
108,서울,2022-07-25 09:00,25.5,,,,1.4,,270,,83,,26.9,22.3,999.2,,1008.9,,4,4,30.3,
108,서울,2022-07-25 10:00,26.8,,,,1.2,,250,,79,,27.7,22.8,999.4,,1009.1,,7,7,34.1,
108,서울,2022-07-25 11:00,28.4,,,,2,,270,,70,,26.9,22.3,999.7,,1009.3,,6,6,36.1,
108,서울,2022-07-25 12:00,29.2,,,,2.3,,270,,67,,27.1,22.4,999.5,,1009.1,,4,4,36.5,
108,서울,2022-07-25 13:00,30.5,,,,2.7,,270,,63,,27.4,22.6,999.1,,1008.7,,5,5,40.7,
108,서울,2022-07-25 14:00,31.2,,,,2.9,,250,,59,,26.8,22.2,998.8,,1008.3,,3,3,40.5,
108,서울,2022-07-25 15:00,31.4,,,,3.2,,270,,56,,25.6,21.5,998.7,,1008.2,,3,3,38.3,
108,서울,2022-07-25 16:00,31.9,,,,3.2,,270,,55,,26,21.7,998.5,,1008,,2,2,37,
108,서울,2022-07-25 17:00,31.8,,,,2.8,,290,,56,,26.3,21.9,998.2,,1007.7,,1,1,33.5,
108,서울,2022-07-25 18:00,31.3,,,,2.9,,270,,61,,27.7,22.8,998.1,,1007.6,,1,1,30.2,
108,서울,2022-07-25 19:00,30.1,,,,2.7,,270,,66,,28.1,23,998.3,,1007.9,,1,0,28.5,
108,서울,2022-07-25 20:00,28.7,,,,2.4,,270,,72,,28.3,23.1,998.6,,1008.2,,3,0,27,
108,서울,2022-07-25 21:00,28,,,,2,,270,,75,,28.3,23.1,999.2,,1008.8,,2,0,26.2,
108,서울,2022-07-25 22:00,27.3,,,,1.4,,270,,75,,27.1,22.4,999.5,,1009.1,,3,0,25.5,
108,서울,2022-07-25 23:00,26.8,,,,1.9,,290,,79,,27.7,22.8,999.8,,1009.5,,3,0,25.1,
108,서울,2022-07-26 00:00,26.4,,,,.9,,290,,78,,26.8,22.2,1000.1,,1009.8,,0,0,24.8,
108,서울,2022-07-26 01:00,25.8,,,,1.4,,270,,77,,25.5,21.4,1000,,1009.7,,3,0,24.3,
108,서울,2022-07-26 02:00,25.4,,,,.7,,270,,78,,25.2,21.2,999.9,,1009.6,,3,0,24,
108,서울,2022-07-26 03:00,25,,,,1.2,,360,,82,,26,21.7,999.7,,1009.5,,0,0,23.8,
108,서울,2022-07-26 04:00,24.9,,,,.4,,0,,86,,27.1,22.4,999.7,,1009.5,,0,0,23.6,
108,서울,2022-07-26 05:00,24.6,,,,1,,20,,86,,26.6,22.1,999.9,,1009.6,,2,0,23.4,
108,서울,2022-07-26 06:00,24.4,,,,1.7,,50,,89,,27.2,22.5,1000,,1009.7,,4,0,23.5,
108,서울,2022-07-26 07:00,25,,,,1.3,,50,,90,,28.4,23.2,1000.4,,1010.2,,6,0,25,
108,서울,2022-07-26 08:00,26.6,,,,2.7,,50,,82,,28.4,23.2,1000.6,,1010.3,,2,0,30.2,
108,서울,2022-07-26 09:00,28.3,,,,1.9,,50,,77,,29.5,23.8,1000.4,,1010,,2,0,33.9,
108,서울,2022-07-26 10:00,29.5,,,,1.6,,70,,69,,28.4,23.2,1000.1,,1009.7,,2,1,36.5,
108,서울,2022-07-26 11:00,31,,,,2.6,,110,,66,,29.5,23.8,999.8,,1009.3,,4,4,39.8,
108,서울,2022-07-26 12:00,31.7,,,,3.1,,140,,61,,28.4,23.2,999.6,,1009.1,,6,6,40.8,
108,서울,2022-07-26 13:00,32.6,,,,1.6,,50,,57,,27.9,22.9,998.9,,1008.4,,5,5,42.9,
108,서울,2022-07-26 14:00,32.5,,,,2.1,,270,,58,,28.3,23.1,998.7,,1008.2,,6,6,38.5,
108,서울,2022-07-26 15:00,32.2,,,,2.5,,290,,58,,27.7,22.8,998.4,,1007.9,,7,7,35.9,
108,서울,2022-07-26 16:00,32.8,,,,3,,290,,60,,29.8,24,998.3,,1007.8,,6,6,37.3,
108,서울,2022-07-26 17:00,32.3,,,,2.1,,290,,60,,28.9,23.5,998.3,,1007.8,,7,3,33.9,
108,서울,2022-07-26 18:00,31.8,,,,2.9,,320,,63,,29.5,23.8,998.1,,1007.6,,7,1,32.3,
108,서울,2022-07-26 19:00,30.8,,,,2.8,,320,,67,,29.7,23.9,998.4,,1007.9,,4,2,29.8,
108,서울,2022-07-26 20:00,29.9,,,,2.7,,320,,70,,29.5,23.8,998.5,,1008.1,,7,3,28.3,
108,서울,2022-07-26 21:00,29.5,,,,2,,290,,73,,30,24.1,998.8,,1008.3,,8,0,27.5,
108,서울,2022-07-26 22:00,29,,,,.4,,0,,73,,29.1,23.6,999,,1008.6,,7,3,26.9,
108,서울,2022-07-26 23:00,28.7,,,,.5,,290,,74,,28.9,23.5,999.6,,1009.2,,4,4,26.3,
108,서울,2022-07-27 00:00,28.2,,,,.9,,270,,77,,29.3,23.7,999.6,,1009.2,,6,6,26.2,
108,서울,2022-07-27 01:00,27.7,,,,1.7,,20,,78,,28.9,23.5,999.2,,1008.8,,9,5,26.2,
108,서울,2022-07-27 02:00,27.6,,,,1,,50,,78,,28.8,23.4,999.2,,1008.8,,10,5,26.1,
108,서울,2022-07-27 03:00,27.3,,,,1.7,,50,,79,,28.6,23.3,999.1,,1008.7,,5,2,25.8,
108,서울,2022-07-27 04:00,26.9,,,,.7,,50,,80,,28.3,23.1,998.9,,1008.6,,5,0,25.5,
108,서울,2022-07-27 05:00,26.6,,,,1.7,,250,,84,,29.1,23.6,999.1,,1008.8,,8,0,25.2,
108,서울,2022-07-27 06:00,26.4,,,,.4,,0,,84,,28.8,23.4,999.4,,1009.1,,8,0,25.4,
108,서울,2022-07-27 07:00,26.6,,,,.6,,70,,84,,29.1,23.6,999.7,,1009.4,,8,0,26.4,
108,서울,2022-07-27 08:00,27.2,,,,2.4,,110,,77,,27.7,22.8,999.9,,1009.6,,9,4,27.8,
108,서울,2022-07-27 09:00,28.1,,,,2.4,,140,,69,,26.1,21.8,1000.2,,1009.8,,9,0,30.1,
108,서울,2022-07-27 10:00,29.4,,,,2,,70,,67,,27.4,22.6,1000.2,,1009.8,,9,0,32.8,
108,서울,2022-07-27 11:00,30.5,,,,1.3,,70,,61,,26.6,22.1,1000.5,,1010.1,,9,0,34.4,
108,서울,2022-07-27 12:00,31.2,,,,2.4,,70,,64,,28.9,23.5,999.9,,1009.4,,9,0,35,
108,서울,2022-07-27 13:00,32,,,,2.3,,90,,59,,27.9,22.9,999.4,,1008.9,,9,3,37.3,
108,서울,2022-07-27 14:00,32.4,,,,2.3,,70,,58,,28.1,23,998.7,,1008.2,,8,6,37.6,
108,서울,2022-07-27 15:00,33,,,,2.8,,110,,55,,27.6,22.7,999,,1008.5,,7,2,40.9,
108,서울,2022-07-27 16:00,33,,,,3.5,,140,,56,,28.1,23,998.5,,1008,,6,2,38.4,
108,서울,2022-07-27 17:00,32.6,,,,3.1,,110,,57,,27.9,22.9,998.7,,1008.2,,4,1,37.1,
108,서울,2022-07-27 18:00,31.9,,,,3.4,,140,,56,,26.4,22,998.4,,1007.9,,3,1,33.5,
108,서울,2022-07-27 19:00,31,,,,3.5,,140,,57,,25.5,21.4,998.8,,1008.3,,6,0,30.9,
108,서울,2022-07-27 20:00,29.7,,,,2.8,,140,,58,,24.1,20.5,999.3,,1008.8,,2,0,28.6,
108,서울,2022-07-27 21:00,28.9,,,,2.4,,140,,59,,23.4,20,999.9,,1009.5,,1,1,27,
108,서울,2022-07-27 22:00,28.4,,,,2.2,,110,,61,,23.5,20.1,1000.2,,1009.8,,1,0,26.1,
108,서울,2022-07-27 23:00,28,,,,2.4,,110,,62,,23.4,20,1000.2,,1009.8,,2,0,25.4,
108,서울,2022-07-28 00:00,27.6,,,,1.5,,90,,64,,23.5,20.1,1000.5,,1010.1,,0,0,24.9,
108,서울,2022-07-28 01:00,27.1,,,,1.9,,110,,67,,24,20.4,1000.5,,1010.2,,1,0,24.5,
108,서울,2022-07-28 02:00,26.6,,,,2.4,,110,,71,,24.7,20.9,1000.5,,1010.2,,1,1,24.3,
108,서울,2022-07-28 03:00,26.2,,,,1.7,,110,,71,,24.1,20.5,1000.9,,1010.6,,2,2,23.9,
108,서울,2022-07-28 04:00,25.8,,,,2.1,,50,,72,,23.8,20.3,1001,,1010.7,,3,3,23.7,
108,서울,2022-07-28 05:00,25.4,,,,2.2,,70,,72,,23.2,19.9,1000.9,,1010.6,,1,1,23.4,
108,서울,2022-07-28 06:00,25.1,,,,2.6,,50,,74,,23.5,20.1,1001.1,,1010.9,,1,0,23.2,
108,서울,2022-07-28 07:00,25.5,,,,3.5,,50,,76,,24.7,20.9,1001.2,,1010.9,,0,0,24.4,
108,서울,2022-07-28 08:00,27,,,,2.8,,50,,71,,25.2,21.2,1001.3,,1011,,0,0,29.2,
108,서울,2022-07-28 09:00,28.4,,,,2.6,,90,,66,,25.5,21.4,1001,,1010.6,,0,0,33.6,
108,서울,2022-07-28 10:00,29.4,,,,2.2,,90,,64,,26.1,21.8,1000.9,,1010.5,,2,2,36,
108,서울,2022-07-28 11:00,30.8,,,,2.8,,70,,59,,26.1,21.8,1001.1,,1010.7,,1,1,41.7,
108,서울,2022-07-28 12:00,31.6,,,,3.1,,140,,59,,27.4,22.6,1000.9,,1010.4,,2,1,43.9,
108,서울,2022-07-28 13:00,32.5,,,,3,,140,,54,,26.3,21.9,1000.6,,1010.1,,2,1,46,0
108,서울,2022-07-28 14:00,33.2,,,,3.1,,160,,50,,25.3,21.3,1000.1,,1009.6,,2,0,46.3,0
108,서울,2022-07-28 15:00,34.2,,,,2.2,,140,,49,,26.3,21.9,999.8,,1009.2,,3,3,46,0
108,서울,2022-07-28 16:00,34,,,,1.8,,140,,52,,27.6,22.7,999.6,,1009,,6,6,43.2,
108,서울,2022-07-28 17:00,33.4,,,,3,,110,,54,,27.7,22.8,999.7,,1009.2,,6,6,37.9,
108,서울,2022-07-28 18:00,32.7,,,,2.8,,180,,56,,27.6,22.7,999.4,,1008.9,,4,4,35,
108,서울,2022-07-28 19:00,31.9,,,,3.5,,160,,60,,28.3,23.1,999.8,,1009.3,,5,3,32.4,
108,서울,2022-07-28 20:00,31.1,,,,2.2,,140,,61,,27.4,22.6,1000.1,,1009.6,,2,1,30.3,
108,서울,2022-07-28 21:00,30.5,,,,1.9,,160,,65,,28.3,23.1,1001,,1010.6,,8,8,29.5,
108,서울,2022-07-28 22:00,29.9,,,,2.9,,290,,63,,26.4,22,1001.5,,1011.1,,7,5,29,
108,서울,2022-07-28 23:00,29.1,,,,2.2,,270,,70,,28.1,23,1001.7,,1011.3,,3,3,28.2,
108,서울,2022-07-29 00:00,29,,,,.8,,90,,70,,27.9,22.9,1001.9,,1011.5,,8,8,28.1,
108,서울,2022-07-29 01:00,29,,,,2.7,,110,,71,,28.4,23.2,1002.2,,1011.8,,6,6,27.8,
108,서울,2022-07-29 02:00,28.7,,,,2.3,,110,,72,,28.3,23.1,1002.1,,1011.7,,2,2,27.3,
108,서울,2022-07-29 03:00,28.2,,,,2,,90,,73,,27.7,22.8,1002,,1011.6,,3,3,26.7,
108,서울,2022-07-29 04:00,27.9,,,,1,,70,,75,,28.1,23,1002,,1011.6,,3,3,26.4,
108,서울,2022-07-29 05:00,27.4,,,,.9,,90,,77,,28.1,23,1002.4,,1012.1,,6,6,26,
108,서울,2022-07-29 06:00,27.3,,,,1.8,,50,,78,,28.3,23.1,1002.6,,1012.3,,6,6,26.2,
108,서울,2022-07-29 07:00,27.6,,,,2.3,,50,,78,,28.8,23.4,1002.9,,1012.6,,3,3,27.3,
108,서울,2022-07-29 08:00,28.9,,,,2.1,,70,,75,,29.8,24,1003,,1012.6,,1,1,31.3,
108,서울,2022-07-29 09:00,30.3,,,,2.3,,90,,71,,30.6,24.4,1002.8,,1012.4,,3,3,36,
108,서울,2022-07-29 10:00,31.3,,,,3.6,,140,,65,,29.7,23.9,1003.1,,1012.7,,5,5,40.5,
108,서울,2022-07-29 11:00,32.6,,,,2.6,,110,,62,,30.4,24.3,1002.9,,1012.4,,7,7,44.2,
108,서울,2022-07-29 12:00,33.2,,,,2.2,,140,,58,,29.5,23.8,1002.6,,1012.1,,8,8,43.4,
108,서울,2022-07-29 13:00,33.6,,,,1.8,,160,,56,,29.1,23.6,1002.1,,1011.6,,8,8,42,
108,서울,2022-07-29 14:00,33.9,,,,2.7,,110,,55,,28.9,23.5,1001.6,,1011.1,,6,6,41.9,
108,서울,2022-07-29 15:00,34.1,,,,.9,,230,,54,,28.8,23.4,1001.1,,1010.6,,8,8,39.5,
108,서울,2022-07-29 16:00,33.8,,,,3.1,,270,,59,,30.9,24.6,1000.7,,1010.2,,8,8,38.4,
108,서울,2022-07-29 17:00,33,,,,3.1,,270,,63,,31.7,25,1000.6,,1010.1,,8,6,36.2,
108,서울,2022-07-29 18:00,32.8,,,,3.2,,270,,63,,31.3,24.8,1000.3,,1009.8,,7,2,36.1,
108,서울,2022-07-29 19:00,31.4,,,,3.5,,320,,68,,31.1,24.7,1000.5,,1010,,6,1,32.3,
108,서울,2022-07-29 20:00,30.9,,,,2.4,,290,,69,,30.7,24.5,1001,,1010.6,,5,0,30.4,
108,서울,2022-07-29 21:00,30.4,,,,.6,,340,,71,,30.7,24.5,1001.5,,1011.1,,2,0,29.3,
108,서울,2022-07-29 22:00,29.8,,,,1,,270,,73,,30.6,24.4,1001.8,,1011.4,,5,1,28.7,
108,서울,2022-07-29 23:00,29.6,,,,2.3,,50,,75,,30.9,24.6,1001.8,,1011.4,,6,1,28.2,
108,서울,2022-07-30 00:00,29.2,,,,2.4,,50,,77,,31.1,24.7,1001.8,,1011.4,,3,1,27.9,
108,서울,2022-07-30 01:00,29,,,,2.1,,50,,78,,31.1,24.7,1001.5,,1011.1,,6,0,27.5,
108,서울,2022-07-30 02:00,28.5,,,,2.4,,50,,77,,29.8,24,1001.1,,1010.7,,2,0,26.9,
108,서울,2022-07-30 03:00,28.2,,,,2.5,,50,,76,,28.9,23.5,1001,,1010.6,,0,0,26.5,
108,서울,2022-07-30 04:00,27.8,,,,2.6,,50,,77,,28.6,23.3,1000.8,,1010.4,,0,0,26.1,
108,서울,2022-07-30 05:00,27.5,,,,2.8,,50,,78,,28.6,23.3,1000.8,,1010.5,,0,0,25.9,
108,서울,2022-07-30 06:00,27.3,,,,2.9,,50,,79,,28.6,23.3,1000.7,,1010.4,,1,0,25.7,
108,서울,2022-07-30 07:00,27.8,,,,2.7,,50,,77,,28.6,23.3,1000.6,,1010.2,,1,0,26.7,
108,서울,2022-07-30 08:00,29.7,,,,3,,50,,71,,29.5,23.8,1000.8,,1010.4,,1,0,32.5,
108,서울,2022-07-30 09:00,31.3,,,,2.9,,90,,66,,30,24.1,1000.9,,1010.4,,2,0,37.6,
108,서울,2022-07-30 10:00,32.9,,,,2.4,,70,,59,,29.5,23.8,1000.8,,1010.3,,4,2,43.6,
108,서울,2022-07-30 11:00,34,,,,3,,90,,53,,28.1,23,1000.6,,1010.1,,5,5,46.6,0
108,서울,2022-07-30 12:00,35,,,,2.3,,70,,55,,30.9,24.6,999.6,,1009,,2,2,50.3,0
108,서울,2022-07-30 13:00,35.6,,,,2.8,,110,,51,,29.5,23.8,998.9,,1008.3,,4,4,51,0
108,서울,2022-07-30 14:00,35.6,,,,2.7,,90,,52,,30.2,24.2,998.2,,1007.6,,6,6,49.1,0
108,서울,2022-07-30 15:00,33.8,,.9,,3.5,,70,,62,,32.4,25.4,997.8,,1007.2,,8,8,36.9,
108,서울,2022-07-30 16:00,33.6,,.1,,2.4,,110,,59,,30.6,24.4,997.5,,1006.9,,9,7,35.7,
108,서울,2022-07-30 17:00,34.4,,,9,4.9,,140,,54,,29.3,23.7,997.6,,1007,,8,6,35.9,
108,서울,2022-07-30 18:00,32.5,,,9,3.1,,50,,61,,29.7,23.9,997.4,,1006.9,,8,5,33.2,
108,서울,2022-07-30 19:00,31.3,,,9,2.8,,50,,66,,30,24.1,997.9,,1007.4,,10,4,31.3,
108,서울,2022-07-30 20:00,30.9,,0,,1.8,,90,,68,,30.2,24.2,998.3,,1007.8,,9,7,29.5,
108,서울,2022-07-30 21:00,30,,0,,2.2,,50,,73,,30.9,24.6,998.3,,1007.9,,9,6,28.7,
108,서울,2022-07-30 22:00,29.9,,,9,2.5,,70,,69,,28.9,23.5,998.9,,1008.5,,10,7,28.2,
108,서울,2022-07-30 23:00,29.6,,,9,2.2,,50,,73,,30.2,24.2,999,,1008.5,,10,4,27.9,
108,서울,2022-07-31 00:00,29,,,9,3,,20,,75,,30,24.1,998.4,,1008,,6,6,27.4,
108,서울,2022-07-31 01:00,28.6,,,,2.2,,50,,76,,29.7,23.9,998.2,,1007.8,,7,4,27,
108,서울,2022-07-31 02:00,28.3,,,,2.4,,50,,76,,29.1,23.6,998.2,,1007.8,,4,0,26.6,
108,서울,2022-07-31 03:00,28,,,,2.3,,70,,77,,28.9,23.5,997.7,,1007.3,,9,7,26.6,
108,서울,2022-07-31 04:00,27.8,,,,2,,70,,78,,29.1,23.6,997.1,,1006.7,,9,3,26.4,
108,서울,2022-07-31 05:00,27.7,,,,3.1,,50,,77,,28.4,23.2,996.9,,1006.5,,9,8,26.3,
108,서울,2022-07-31 06:00,27.6,,,,3.1,,50,,78,,28.8,23.4,997.1,,1006.7,,9,7,26.3,
108,서울,2022-07-31 07:00,27.8,,0,,2.2,,70,,78,,29.1,23.6,997,,1006.6,,9,5,26.9,
108,서울,2022-07-31 08:00,28,,0,,3.1,,50,,78,,29.3,23.7,996.8,,1006.4,,9,5,28,
108,서울,2022-07-31 09:00,28.6,,,9,2.7,,70,,76,,29.7,23.9,996.9,,1006.5,,10,5,29.9,
108,서울,2022-07-31 10:00,28.8,,0,,2,,70,,77,,30.4,24.3,997.1,,1006.7,,10,4,29.6,
108,서울,2022-07-31 11:00,28.6,,0,,2.5,,70,,78,,30.4,24.3,996.8,,1006.4,,10,7,30,
108,서울,2022-07-31 12:00,28.2,,1.3,,2,,50,,83,,31.7,25,996.7,,1006.3,,10,7,30.3,
108,서울,2022-07-31 13:00,28,,.5,,2,,70,,84,,31.7,25,996.6,,1006.2,,10,6,28.9,
108,서울,2022-07-31 14:00,27.4,,5.4,,2.6,,50,,89,,32.4,25.4,996.3,,1005.9,,10,7,28.5,
108,서울,2022-07-31 15:00,27,,3,,2.9,,50,,91,,32.2,25.3,995.8,,1005.4,,10,8,27.8,
108,서울,2022-07-31 16:00,26.8,,1.7,,3.3,,50,,92,,32.2,25.3,995.6,,1005.2,,10,6,27.9,
108,서울,2022-07-31 17:00,26.7,,.4,,2.6,,70,,92,,32.1,25.2,995.7,,1005.3,,10,8,27.8,
108,서울,2022-07-31 18:00,26.8,,.4,,2.5,,50,,92,,32.2,25.3,995.4,,1005,,10,6,27.7,
108,서울,2022-07-31 19:00,26.7,,.3,,2.3,,50,,92,,32.1,25.2,995.5,,1005.1,,10,7,27.1,
108,서울,2022-07-31 20:00,26.4,,2.9,,2.8,,50,,93,,31.9,25.1,995.7,,1005.4,,10,8,26.4,
108,서울,2022-07-31 21:00,26,,6.4,,2.3,,70,,94,,31.5,24.9,995.8,,1005.5,,10,8,25.9,
108,서울,2022-07-31 22:00,25.7,,14.7,,2.3,,50,,95,,31.3,24.8,995.8,,1005.5,,10,8,25.4,
